epoc (ms),timestamp (+0100),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.52517E+12,2018-05-01T10.42.56.223,23.346,1.163,-0.003,-0.051
1.52517E+12,2018-05-01T10.42.56.304,23.427,0.936,0.604,0.235
1.52517E+12,2018-05-01T10.42.56.385,23.508,0.93,0.344,0.309
1.52517E+12,2018-05-01T10.42.56.465,23.588,1,0.055,0.098
1.52517E+12,2018-05-01T10.42.56.547,23.67,0.779,0.184,0.163
1.52517E+12,2018-05-01T10.42.56.628,23.751,0.851,0.088,0.19
1.52517E+12,2018-05-01T10.42.56.708,23.831,0.939,-0.062,0.154
1.52517E+12,2018-05-01T10.42.56.789,23.912,0.93,0.038,0.28
1.52517E+12,2018-05-01T10.42.56.869,23.992,1.035,-0.04,0.288
1.52517E+12,2018-05-01T10.42.56.950,24.073,1.334,0.125,0.196
1.52517E+12,2018-05-01T10.42.57.031,24.154,1.219,0.434,-0.037
1.52517E+12,2018-05-01T10.42.57.113,24.236,0.886,0.058,-0.23
1.52517E+12,2018-05-01T10.42.57.193,24.316,0.912,0.214,0.033
1.52517E+12,2018-05-01T10.42.57.274,24.397,0.838,0.211,0.022
1.52517E+12,2018-05-01T10.42.57.354,24.477,0.992,0.06,0.073
1.52517E+12,2018-05-01T10.42.57.435,24.558,1.014,-0.033,0.027
1.52517E+12,2018-05-01T10.42.57.515,24.638,0.98,0.034,-0.003
1.52517E+12,2018-05-01T10.42.57.596,24.719,1.091,-0.021,-0.011
1.52517E+12,2018-05-01T10.42.57.678,24.801,1.353,-0.174,-0.033
1.52517E+12,2018-05-01T10.42.57.759,24.882,0.978,0.712,0.12
1.52517E+12,2018-05-01T10.42.57.839,24.962,0.909,0.224,0.271
1.52517E+12,2018-05-01T10.42.57.920,25.043,0.93,-0.013,0.103
1.52517E+12,2018-05-01T10.42.58.000,25.123,0.743,0.076,0.15
1.52517E+12,2018-05-01T10.42.58.081,25.204,0.969,0.193,0.106
1.52517E+12,2018-05-01T10.42.58.163,25.286,0.881,0.385,-0.063
1.52517E+12,2018-05-01T10.42.58.243,25.366,0.376,0.75,-0.259
1.52517E+12,2018-05-01T10.42.58.324,25.447,0.735,0.591,0.222
1.52517E+12,2018-05-01T10.42.58.405,25.528,1.27,0.216,-0.292
1.52517E+12,2018-05-01T10.42.58.485,25.608,1.041,0.744,0.167
1.52517E+12,2018-05-01T10.42.58.566,25.689,1.497,0.912,0.226
1.52517E+12,2018-05-01T10.42.58.646,25.769,2.067,0.906,0.348
1.52517E+12,2018-05-01T10.42.58.728,25.851,1.931,0.758,0.105
1.52517E+12,2018-05-01T10.42.58.809,25.932,0.212,0.692,-0.073
1.52517E+12,2018-05-01T10.42.58.889,26.012,-0.831,0.356,-0.039
1.52517E+12,2018-05-01T10.42.58.970,26.093,0.128,-0.408,0.199
1.52517E+12,2018-05-01T10.42.59.051,26.174,0.479,-0.271,-0.083
1.52517E+12,2018-05-01T10.42.59.131,26.254,-0.098,0.232,0.108
1.52517E+12,2018-05-01T10.42.59.212,26.335,2.19,0.671,0.316
1.52517E+12,2018-05-01T10.42.59.294,26.417,2.827,0.534,0.308
1.52517E+12,2018-05-01T10.42.59.374,26.497,1.446,-0.24,0.102
1.52517E+12,2018-05-01T10.42.59.455,26.578,0.588,0.417,0.215
1.52517E+12,2018-05-01T10.42.59.535,26.658,0.188,0.304,0.117
1.52517E+12,2018-05-01T10.42.59.616,26.739,0.676,0.221,0.236
1.52517E+12,2018-05-01T10.42.59.697,26.82,1.536,0.074,0.03
1.52517E+12,2018-05-01T10.42.59.777,26.9,0.675,-0.173,-0.039
1.52517E+12,2018-05-01T10.42.59.859,26.982,1.229,-0.043,0.015
1.52517E+12,2018-05-01T10.42.59.940,27.063,1.003,0.224,0.154
1.52517E+12,2018-05-01T10.43.00.020,27.143,0.852,0.042,0.015
1.52517E+12,2018-05-01T10.43.00.101,27.224,1.062,0.162,0
1.52517E+12,2018-05-01T10.43.00.181,27.304,1.217,-0.059,0.097
1.52517E+12,2018-05-01T10.43.00.262,27.385,1.354,-0.192,-0.035
1.52517E+12,2018-05-01T10.43.00.344,27.467,0.948,1.023,0.057
1.52517E+12,2018-05-01T10.43.00.425,27.548,0.841,0.498,0.241
1.52517E+12,2018-05-01T10.43.00.505,27.628,0.997,0.003,0.073
1.52517E+12,2018-05-01T10.43.00.586,27.709,0.66,0.097,0.235
1.52517E+12,2018-05-01T10.43.00.666,27.789,0.764,0.158,0.206
1.52517E+12,2018-05-01T10.43.00.747,27.87,0.938,-0.03,0.19
1.52517E+12,2018-05-01T10.43.00.827,27.95,1.213,0.052,0.29
1.52517E+12,2018-05-01T10.43.00.909,28.032,1.535,0.169,0.232
1.52517E+12,2018-05-01T10.43.00.990,28.113,0.825,0.246,0.098
1.52517E+12,2018-05-01T10.43.01.071,28.194,0.763,0.339,-0.104
1.52517E+12,2018-05-01T10.43.01.151,28.274,0.982,0.201,0.04
1.52517E+12,2018-05-01T10.43.01.232,28.355,0.839,0.225,0.035
1.52517E+12,2018-05-01T10.43.01.312,28.435,0.91,0.027,0.025
1.52517E+12,2018-05-01T10.43.01.394,28.517,1.076,0.119,0.005
1.52517E+12,2018-05-01T10.43.01.475,28.598,1.18,0.053,0.03
1.52517E+12,2018-05-01T10.43.01.555,28.678,1.307,0.105,-0.082
1.52517E+12,2018-05-01T10.43.01.636,28.759,0.962,0.791,0.221
1.52517E+12,2018-05-01T10.43.01.717,28.84,0.921,0.082,0.185
1.52517E+12,2018-05-01T10.43.01.797,28.92,0.822,-0.072,0.157
1.52517E+12,2018-05-01T10.43.01.879,29.002,0.778,0.148,0.223
1.52517E+12,2018-05-01T10.43.01.960,29.083,0.865,0.049,0.244
1.52517E+12,2018-05-01T10.43.02.040,29.163,1.052,-0.07,0.24
1.52517E+12,2018-05-01T10.43.02.121,29.244,1.312,-0.059,0.469
1.52517E+12,2018-05-01T10.43.02.201,29.324,1.264,0.353,-0.041
1.52517E+12,2018-05-01T10.43.02.282,29.405,0.691,0.2,-0.073
1.52517E+12,2018-05-01T10.43.02.363,29.486,0.949,0.202,0
1.52517E+12,2018-05-01T10.43.02.445,29.568,0.8,0.302,0.115
1.52517E+12,2018-05-01T10.43.02.525,29.648,0.993,-0.018,0.042
1.52517E+12,2018-05-01T10.43.02.606,29.729,1.05,0.047,-0.001
1.52517E+12,2018-05-01T10.43.02.686,29.809,1.194,0.022,0.043
1.52517E+12,2018-05-01T10.43.02.767,29.89,1.285,0.021,-0.038
1.52517E+12,2018-05-01T10.43.02.847,29.97,0.975,0.907,0.237
1.52517E+12,2018-05-01T10.43.02.928,30.051,0.968,0.162,0.204
1.52517E+12,2018-05-01T10.43.03.010,30.133,0.813,-0.103,0.151
1.52517E+12,2018-05-01T10.43.03.091,30.214,0.735,0.117,0.242
1.52517E+12,2018-05-01T10.43.03.171,30.294,0.884,0.068,0.246
1.52517E+12,2018-05-01T10.43.03.252,30.375,1.056,-0.001,0.234
1.52517E+12,2018-05-01T10.43.03.332,30.455,1.155,-0.13,0.448
1.52517E+12,2018-05-01T10.43.03.413,30.536,1.381,0.267,0.008
1.52517E+12,2018-05-01T10.43.03.493,30.616,0.721,0.449,0.028
1.52517E+12,2018-05-01T10.43.03.575,30.698,0.967,0.13,-0.01
1.52517E+12,2018-05-01T10.43.03.656,30.779,0.84,0.185,0.097
1.52517E+12,2018-05-01T10.43.03.737,30.86,0.894,0.095,0.089
1.52517E+12,2018-05-01T10.43.03.817,30.94,1.067,-0.101,0.027
1.52517E+12,2018-05-01T10.43.03.898,31.021,1.076,-0.083,0.064
1.52517E+12,2018-05-01T10.43.03.978,31.101,1.39,0.166,0.066
1.52517E+12,2018-05-01T10.43.04.060,31.183,1.07,0.842,0.245
1.52517E+12,2018-05-01T10.43.04.141,31.264,0.905,0.167,0.286
1.52517E+12,2018-05-01T10.43.04.221,31.344,0.777,-0.065,0.153
1.52517E+12,2018-05-01T10.43.04.302,31.425,0.702,0.09,0.271
1.52517E+12,2018-05-01T10.43.04.383,31.506,0.878,0.12,0.32
1.52517E+12,2018-05-01T10.43.04.463,31.586,1.04,-0.097,0.338
1.52517E+12,2018-05-01T10.43.04.545,31.668,1.48,0.108,0.437
1.52517E+12,2018-05-01T10.43.04.626,31.749,1.101,0.48,-0.006
1.52517E+12,2018-05-01T10.43.04.706,31.829,0.628,0.376,-0.062
1.52517E+12,2018-05-01T10.43.04.787,31.91,0.974,0.303,-0.062
1.52517E+12,2018-05-01T10.43.04.867,31.99,0.909,0.292,0.026
1.52517E+12,2018-05-01T10.43.04.948,32.071,1.056,-0.072,0.015
1.52517E+12,2018-05-01T10.43.05.030,32.153,0.975,0.007,0.059
1.52517E+12,2018-05-01T10.43.05.111,32.234,0.907,0.043,0.031
1.52517E+12,2018-05-01T10.43.05.191,32.314,1.219,0.256,0.003
1.52517E+12,2018-05-01T10.43.05.272,32.395,1.24,0.736,0.177
1.52517E+12,2018-05-01T10.43.05.352,32.475,0.942,0.11,0.242
1.52517E+12,2018-05-01T10.43.05.433,32.556,0.822,0.097,0.159
1.52517E+12,2018-05-01T10.43.05.513,32.636,0.86,0.242,0.163
1.52517E+12,2018-05-01T10.43.05.595,32.718,1.039,0.215,0.169
1.52517E+12,2018-05-01T10.43.05.676,32.799,0.969,0.08,0.2
1.52517E+12,2018-05-01T10.43.05.757,32.88,0.953,0.144,0.229
1.52517E+12,2018-05-01T10.43.05.837,32.96,0.926,0.215,0.244
1.52517E+12,2018-05-01T10.43.05.918,33.041,0.916,0.137,0.253
1.52517E+12,2018-05-01T10.43.05.998,33.121,0.899,0.101,0.297
1.52517E+12,2018-05-01T10.43.06.080,33.203,0.957,0.128,0.362
1.52517E+12,2018-05-01T10.43.06.161,33.284,1.127,0.081,0.438
1.52517E+12,2018-05-01T10.43.06.241,33.364,1.291,0.653,0.16
1.52517E+12,2018-05-01T10.43.06.322,33.445,0.657,0.11,-0.011
1.52517E+12,2018-05-01T10.43.06.403,33.526,0.984,0.36,-0.159
1.52517E+12,2018-05-01T10.43.06.483,33.606,0.924,0.303,0.057
1.52517E+12,2018-05-01T10.43.06.564,33.687,0.988,0.241,0.002
1.52517E+12,2018-05-01T10.43.06.646,33.769,1.022,0.167,0.088
1.52517E+12,2018-05-01T10.43.06.726,33.849,0.974,0.121,0.083
1.52517E+12,2018-05-01T10.43.06.807,33.93,0.997,0.174,0.041
1.52517E+12,2018-05-01T10.43.06.887,34.01,1.159,0.204,-0.021
1.52517E+12,2018-05-01T10.43.06.968,34.091,1.129,0.5,0.044
1.52517E+12,2018-05-01T10.43.07.049,34.172,0.874,0.123,0.288
1.52517E+12,2018-05-01T10.43.07.131,34.254,1.006,0.137,0.174
1.52517E+12,2018-05-01T10.43.07.211,34.334,0.762,0.18,0.196
1.52517E+12,2018-05-01T10.43.07.292,34.415,0.858,0.109,0.264
1.52517E+12,2018-05-01T10.43.07.372,34.495,0.969,-0.072,0.19
1.52517E+12,2018-05-01T10.43.07.453,34.576,0.981,0.14,0.25
1.52517E+12,2018-05-01T10.43.07.533,34.656,1.004,0.121,0.314
1.52517E+12,2018-05-01T10.43.07.614,34.737,0.915,0.044,0.197
1.52517E+12,2018-05-01T10.43.07.696,34.819,1.347,0.568,-0.129
1.52517E+12,2018-05-01T10.43.07.777,34.9,0.844,-0.006,0.005
1.52517E+12,2018-05-01T10.43.07.857,34.98,1.046,0.189,-0.219
1.52517E+12,2018-05-01T10.43.07.938,35.061,0.906,0.262,-0.009
1.52517E+12,2018-05-01T10.43.08.018,35.141,1.026,0.169,-0.082
1.52517E+12,2018-05-01T10.43.08.099,35.222,1.004,0.233,-0.044
1.52517E+12,2018-05-01T10.43.08.181,35.304,0.962,0.275,-0.025
1.52517E+12,2018-05-01T10.43.08.261,35.384,1.015,0.19,-0.035
1.52517E+12,2018-05-01T10.43.08.342,35.465,1.001,0.167,-0.04
1.52517E+12,2018-05-01T10.43.08.423,35.546,1.014,0.173,-0.054
1.52517E+12,2018-05-01T10.43.08.503,35.626,1.014,0.158,-0.062
1.52517E+12,2018-05-01T10.43.08.584,35.707,0.997,0.136,-0.086
1.52517E+12,2018-05-01T10.43.08.664,35.787,0.98,0.119,-0.134
1.52517E+12,2018-05-01T10.43.08.746,35.869,0.963,0.08,-0.114
1.52517E+12,2018-05-01T10.43.08.827,35.95,1.031,0.177,0.088
1.52517E+12,2018-05-01T10.43.08.907,36.03,1.055,0.4,0.228
1.52517E+12,2018-05-01T10.43.08.988,36.111,1.069,0.269,0.309
1.52517E+12,2018-05-01T10.43.09.069,36.192,0.951,0.166,0.252
1.52517E+12,2018-05-01T10.43.09.149,36.272,0.858,0.2,0.214
1.52517E+12,2018-05-01T10.43.09.231,36.354,0.97,0.164,0.164
1.52517E+12,2018-05-01T10.43.09.312,36.435,1.02,0.194,0.146
1.52517E+12,2018-05-01T10.43.09.392,36.515,1.001,0.265,0.177
1.52517E+12,2018-05-01T10.43.09.473,36.596,0.963,0.271,0.156
1.52517E+12,2018-05-01T10.43.09.553,36.676,0.88,0.298,0.173
1.52517E+12,2018-05-01T10.43.09.634,36.757,0.94,0.178,0.229
1.52517E+12,2018-05-01T10.43.09.716,36.839,1.053,0.134,0.248
1.52517E+12,2018-05-01T10.43.09.797,36.92,1.079,0.081,0.263
1.52517E+12,2018-05-01T10.43.09.877,37,1.052,0.184,0.177
1.52517E+12,2018-05-01T10.43.09.958,37.081,0.866,0.295,0.149
1.52517E+12,2018-05-01T10.43.10.038,37.161,0.757,0.096,0.299
1.52517E+12,2018-05-01T10.43.10.119,37.242,0.967,0.014,0.328
1.52517E+12,2018-05-01T10.43.10.199,37.322,0.817,0.162,0.403
1.52517E+12,2018-05-01T10.43.10.281,37.404,0.856,0.203,0.483
1.52517E+12,2018-05-01T10.43.10.362,37.485,1.113,0.241,0.516
1.52517E+12,2018-05-01T10.43.10.443,37.566,1.287,0.493,0.148
1.52517E+12,2018-05-01T10.43.10.523,37.646,0.826,0.351,-0.22
1.52517E+12,2018-05-01T10.43.10.604,37.727,0.96,0.207,-0.073
1.52517E+12,2018-05-01T10.43.10.684,37.807,0.922,0.198,0.023
1.52517E+12,2018-05-01T10.43.10.766,37.889,0.975,0.121,0.053
1.52517E+12,2018-05-01T10.43.10.847,37.97,0.995,0.027,0.083
1.52517E+12,2018-05-01T10.43.10.927,38.05,0.921,0.03,0.056
1.52517E+12,2018-05-01T10.43.11.008,38.131,0.98,0.065,0.053
1.52517E+12,2018-05-01T10.43.11.089,38.212,1.169,-0.15,0.133
1.52517E+12,2018-05-01T10.43.11.169,38.292,0.928,0.277,-0.015
1.52517E+12,2018-05-01T10.43.11.251,38.374,0.671,1.029,0.064
1.52517E+12,2018-05-01T10.43.11.332,38.455,0.906,0.407,0.196
1.52517E+12,2018-05-01T10.43.11.412,38.535,0.731,0.046,0.196
1.52517E+12,2018-05-01T10.43.11.493,38.616,0.613,0.161,0.308
1.52517E+12,2018-05-01T10.43.11.573,38.696,1.407,0.925,0.043
1.52517E+12,2018-05-01T10.43.11.654,38.777,1.433,1.313,0.179
1.52517E+12,2018-05-01T10.43.11.735,38.858,2.071,0.929,0.19
1.52517E+12,2018-05-01T10.43.11.817,38.94,2.186,0.382,0.211
1.52517E+12,2018-05-01T10.43.11.897,39.02,0.469,0.582,-0.158
1.52517E+12,2018-05-01T10.43.11.978,39.101,-0.814,0.814,0.036
1.52517E+12,2018-05-01T10.43.12.058,39.181,0.034,-0.52,0.098
1.52517E+12,2018-05-01T10.43.12.139,39.262,0.38,-0.067,-0.192
1.52517E+12,2018-05-01T10.43.12.219,39.342,-0.249,0.154,0.159
1.52517E+12,2018-05-01T10.43.12.302,39.425,0.098,0.69,-0.031
1.52517E+12,2018-05-01T10.43.12.382,39.505,2.738,0.938,0.348
1.52517E+12,2018-05-01T10.43.12.463,39.586,2.109,0.524,0.254
1.52517E+12,2018-05-01T10.43.12.543,39.666,1.423,0.288,0.165
1.52517E+12,2018-05-01T10.43.12.624,39.747,1.333,0.578,0.197
1.52517E+12,2018-05-01T10.43.12.704,39.827,1.144,0.494,0.201
1.52517E+12,2018-05-01T10.43.12.786,39.909,0.889,0.077,0.1
1.52517E+12,2018-05-01T10.43.12.867,39.99,0.486,0.152,-0.056
1.52517E+12,2018-05-01T10.43.12.948,40.071,0.44,0.344,-0.012
1.52517E+12,2018-05-01T10.43.13.028,40.151,0.716,0.021,-0.013
1.52517E+12,2018-05-01T10.43.13.109,40.232,1.137,0.1,-0.061
1.52517E+12,2018-05-01T10.43.13.189,40.312,1.334,0.183,-0.061
1.52517E+12,2018-05-01T10.43.13.270,40.393,1.262,0.272,0.054
1.52517E+12,2018-05-01T10.43.13.352,40.475,1.171,0.4,0.015
1.52517E+12,2018-05-01T10.43.13.432,40.555,0.679,0.53,0.276
1.52517E+12,2018-05-01T10.43.13.513,40.636,0.985,0.171,0.22
1.52517E+12,2018-05-01T10.43.13.593,40.716,0.867,0.136,0.217
1.52517E+12,2018-05-01T10.43.13.674,40.797,0.724,0.195,0.293
1.52517E+12,2018-05-01T10.43.13.755,40.878,0.844,0.032,0.271
1.52517E+12,2018-05-01T10.43.13.837,40.96,1.017,0.03,0.336
1.52517E+12,2018-05-01T10.43.13.917,41.04,1.583,0.411,0.203
1.52517E+12,2018-05-01T10.43.13.998,41.121,0.714,0.484,0.055
1.52517E+12,2018-05-01T10.43.14.078,41.201,0.818,0.267,-0.04
1.52517E+12,2018-05-01T10.43.14.159,41.282,0.998,0.383,0.043
1.52517E+12,2018-05-01T10.43.14.239,41.362,0.917,0.2,-0.02
1.52517E+12,2018-05-01T10.43.14.320,41.443,0.939,0.066,0.01
1.52517E+12,2018-05-01T10.43.14.402,41.525,0.997,0.115,0.007
1.52517E+12,2018-05-01T10.43.14.483,41.606,1.087,-0.017,-0.068
1.52517E+12,2018-05-01T10.43.14.563,41.686,0.945,-0.099,-0.082
1.52517E+12,2018-05-01T10.43.14.644,41.767,1.064,0.143,0.183
1.52517E+12,2018-05-01T10.43.14.724,41.847,1.42,0.621,0.208
1.52517E+12,2018-05-01T10.43.14.805,41.928,0.836,0.487,0.493
1.52517E+12,2018-05-01T10.43.14.887,42.01,0.956,0.388,0.245
1.52517E+12,2018-05-01T10.43.14.968,42.091,0.85,0.267,0.087
1.52517E+12,2018-05-01T10.43.15.048,42.171,0.884,0.167,0.301
1.52517E+12,2018-05-01T10.43.15.129,42.252,0.794,0.107,0.309
1.52517E+12,2018-05-01T10.43.15.209,42.332,0.831,0.075,0.326
1.52517E+12,2018-05-01T10.43.15.290,42.413,0.834,0.117,0.414
1.52517E+12,2018-05-01T10.43.15.372,42.495,0.872,0.161,0.436
1.52517E+12,2018-05-01T10.43.15.452,42.575,1.096,0.584,0.316
1.52517E+12,2018-05-01T10.43.15.533,42.656,1.299,0.969,0.041
1.52517E+12,2018-05-01T10.43.15.614,42.737,1.138,0.094,-0.485
1.52517E+12,2018-05-01T10.43.15.694,42.817,0.743,0.277,-0.121
1.52517E+12,2018-05-01T10.43.15.775,42.898,0.862,0.454,-0.037
1.52517E+12,2018-05-01T10.43.15.855,42.978,0.958,0.284,-0.117
1.52517E+12,2018-05-01T10.43.15.937,43.06,0.91,0.289,-0.089
1.52517E+12,2018-05-01T10.43.16.018,43.141,0.99,0.252,-0.051
1.52517E+12,2018-05-01T10.43.16.098,43.221,0.946,0.255,-0.013
1.52517E+12,2018-05-01T10.43.16.179,43.302,0.979,0.293,-0.005
1.52517E+12,2018-05-01T10.43.16.260,43.383,0.999,0.245,-0.02
1.52517E+12,2018-05-01T10.43.16.340,43.463,0.97,0.12,-0.048
1.52517E+12,2018-05-01T10.43.16.422,43.545,1.001,-0.018,-0.086
1.52517E+12,2018-05-01T10.43.16.503,43.626,1.021,0.026,0.019
1.52517E+12,2018-05-01T10.43.16.583,43.706,1.267,0.482,0.169
1.52517E+12,2018-05-01T10.43.16.664,43.787,1.007,0.354,0.35
1.52517E+12,2018-05-01T10.43.16.744,43.867,0.797,0.175,0.327
1.52517E+12,2018-05-01T10.43.16.825,43.948,0.866,0.198,0.321
1.52517E+12,2018-05-01T10.43.16.906,44.029,0.937,0.181,0.289
1.52517E+12,2018-05-01T10.43.16.988,44.111,0.935,0.249,0.3
1.52517E+12,2018-05-01T10.43.17.068,44.191,0.92,0.207,0.266
1.52517E+12,2018-05-01T10.43.17.149,44.272,0.917,0.182,0.258
1.52517E+12,2018-05-01T10.43.17.229,44.352,0.967,0.268,0.244
1.52517E+12,2018-05-01T10.43.17.310,44.433,0.981,0.27,0.25
1.52517E+12,2018-05-01T10.43.17.390,44.513,0.916,0.241,0.2
1.52517E+12,2018-05-01T10.43.17.472,44.595,0.963,0.319,0.17
1.52517E+12,2018-05-01T10.43.17.553,44.676,0.985,0.343,0.181
1.52517E+12,2018-05-01T10.43.17.634,44.757,0.945,0.304,0.171
1.52517E+12,2018-05-01T10.43.17.714,44.837,0.955,0.298,0.161
1.52517E+12,2018-05-01T10.43.17.795,44.918,0.967,0.282,0.158
1.52517E+12,2018-05-01T10.43.17.875,44.998,0.954,0.275,0.167
1.52517E+12,2018-05-01T10.43.17.956,45.079,0.965,0.27,0.169
1.52517E+12,2018-05-01T10.43.18.038,45.161,0.955,0.251,0.185
1.52517E+12,2018-05-01T10.43.18.118,45.241,0.963,0.246,0.197
1.52517E+12,2018-05-01T10.43.18.199,45.322,0.953,0.226,0.211
1.52517E+12,2018-05-01T10.43.18.280,45.403,0.988,0.198,0.228
1.52517E+12,2018-05-01T10.43.18.360,45.483,1.001,0.152,0.248
1.52517E+12,2018-05-01T10.43.18.441,45.564,0.961,0.151,0.239
1.52517E+12,2018-05-01T10.43.18.523,45.646,0.963,0.181,0.255
1.52517E+12,2018-05-01T10.43.18.603,45.726,0.977,0.141,0.285
1.52517E+12,2018-05-01T10.43.18.684,45.807,0.942,0.107,0.312
1.52517E+12,2018-05-01T10.43.18.764,45.887,0.919,0.125,0.347
1.52517E+12,2018-05-01T10.43.18.845,45.968,0.901,0.148,0.346
1.52517E+12,2018-05-01T10.43.18.926,46.049,0.876,0.161,0.363
1.52517E+12,2018-05-01T10.43.19.006,46.129,0.917,0.163,0.366
1.52517E+12,2018-05-01T10.43.19.088,46.211,0.987,0.201,0.307
1.52517E+12,2018-05-01T10.43.19.169,46.292,1.051,0.229,0.274
1.52517E+12,2018-05-01T10.43.19.249,46.372,1.11,0.17,0.144
1.52517E+12,2018-05-01T10.43.19.330,46.453,0.81,0.095,0.064
1.52517E+12,2018-05-01T10.43.19.410,46.533,1.102,0.227,0.011
1.52517E+12,2018-05-01T10.43.19.491,46.614,1.024,0.206,0.036
1.52517E+12,2018-05-01T10.43.19.573,46.696,0.933,0.031,0.039
1.52517E+12,2018-05-01T10.43.19.660,46.783,1.063,0.099,0.084
